ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Corpus_Reference,Sense_IDs,alt_translation1
XV000463,Daakaka,tukate lewewo,tukate	lewewo,nail.down	bamboo,nailing bamboo poles (to a house),,,,,SN001813,nilim ol bambu
XV000464,Daakaka,tulup ane em,tulup	ane	em,ridge	$trans	house,ridge (of a house),,,,,SN001816,
XV000465,Daakaka,Jisas ma sengane tumuoan myane timyan,Jisas	ma	sengane	tumuo=an	myane	timy-an,Jesus	$real	give	sacrifice=$nom	with	father.of-$3sg.poss,Jesus made a sacrifice to his father,,,,,SN001818,Jisas i mekem sakrifaes i givim long tati blong hem
XV000466,Daakaka,yaa mwe tung,yaa	mwe	tung,sun	$real	shine,the sun is shining,,,,,SN001819,san i saen
XV000467,Daakaka,tungane apyang,tungane	apyang,lay.fire.to	fire,lay a fire,,,,,SN001825,laetem faea
XV000468,Daakaka,tung lee,tung	lee,hole.of	tree,hole in a tree,,,,,SN001823,hol long wan tri
XV000469,Daakaka,tung vyor,tung	vyor,hole.of	stone,a seawater basin made of stones,,,,,SN001823,hol long sam ston (solwota i stap long hem)
XV000470,Daakaka,barar ma tutur pwer,barar	ma	tutur	pwer,big	$real	fastened	stay,the pig is fastened (to a tree),,,,,SN001831,pig i fas i stap
XV000471,Daakaka,kop tuwa vyor ente,ko=p	tuwa	vyor	en=te,$2sg=$pot	break	stone	$dem=$dem.prox,break this stone,,,,,SN001834,brekem ston ia
XV000472,Daakaka,tuwa ó,tuwa	ó,break	coconut,break a coconut in half,,,,,SN001834,brekem kokonas long tu pis
XV000473,Daakaka,tuwa lewewo,tuwa	lewewo,break	bamboo,break bamboo,,,,,SN001834,brekem bambu
XV000474,Daakaka,buonip bwe tyoo yaa,buonip	bwe	tyoo	yaa,brown.lizard	$cont	bask.in	sun,the brown lizard is basking in the sun,,,,,SN001846,braon lised i stap hot long san
XV000475,Daakaka,yam du tyoo apyang,ya=m	du	tyoo	apyang,$3pl=$real	stay	bask.in	fire,they are warming themselves by the fire,,,,,SN001846,oli stap hot long faea
XV000476,Daakaka,u tamat,u	tamat,vine.of	tomato,tomato vine,,,,,SN001624 ; SN001875,rop blong tomato
XV000477,Daakaka,ulisye,uli-sye,skin.of-$3sg.poss,it's skin,,,,,SN001881,skin blong hem
XV000478,Daakaka,uli vis,uli	vis,skin.of	banana,banana peel,,,,,SN001881,skin blong banana
XV000479,Daakaka,uli nye,uli	nye,skin.of	$1sg,my skin,,,,,SN001881,skin blong mi
XV000480,Daakaka,uni san maa,uni	s-an	maa,nest	$cl3-$al.p	dove,nest of an emerald dove,,,,,SN001905,haos blong sotleg
XV000481,Daakaka,ung baa,ung	baa,flower.of	hibiscus,hibiscus flower,,,,,SN001908,flaoa blong haebiskis
XV000482,Daakaka,ung betivyo,ung	betivyo,flower.of	island.cabbage,flower of island cabbage,,,,,SN001899,flaoa blong aelan kabis
XV000483,Daakaka,ur ane kuli,ur	ane	kuli,louse	$trans	dog,dog louse,,,,,SN001909,laus blong dog
XV000484,Daakaka,ma usi Wuro,ma	usi	Wuro,$real	study	Wuro,he studies at Wuro,,,,,SN001915,hem i skul long Wuro
XV000485,Daakaka,uti wetye,uti	wetye,seed.of	its.fruit,seeds of it's fruit,,,,,SN001918,ol sid blong frut blong hem
XV000486,Daakaka,uti tamat,uti	tamat,seed.of	tomato,tomato seeds,,,,,SN001624 ; SN001918,ol sid blong tamat
XV000487,Daakaka,utisye,uti-sye,seed.of-$3poss,its seeds,,,,,SN001918,ol sid blong hem
XV000488,Daakaka,vevyos ane nye,vevyos	ane	nye,hear	$trans	$1sg,my heart,,,,,SN001939,hat blong mi
XV000489,Daakaka,yem vyan visyaa bwili wye,ye=m	vyan	visyaa	bwili	wye,$3d=$real	go	side.of	hole.of	water,they went to a pond,,,,,SN001960,oli go long saed blong wan pul blong wota
XV000490,Daakaka,yam me visyaa teenem,ya=m	me	visyaa	teenem,$3pl=$real	come	side.of	village,they came to the village,,,,,SN001961,oli kam long saed blong vilij
XV000491,Daakaka,mu vu ten,mu	vu	ten,$real	good	very,it's very good,,,,,SN001967,i gud tumas
XV000492,Daakaka,vya sii,vya	sii,times	three,three times,,,,,SN001440 ; SN001974,tri taem
XV000493,Daakaka,ko mwi vyaakyen,ko	mw=i	vyaakyen,$2sg	$real=$cop	lazy,you are lazy,,,,,SN001977,yu les
XV000494,Daakaka,mwe vyae uli san myanok,mwe	vyae	uli	s-an	myanok,$real	tear	skin.of	$cl3-s.poss	wound,He tore off the loose skin from around the wound,,,,,SN001979,hem i karemaot skin blong soa blong hem
XV000495,Daakaka,vyase tee,vyase	tee,handle.of	axe,axe handle,,,,,SN001681 ; SN001979 ; SN001991,handel blong akis
XV000496,Daakaka,vyate ding,vyate	ding,weave	mat,weave a mat,,,,,SN001992,wifim mat
XV000497,Daakaka,sok vyaven,s-ok	vyaven,$cl3-$1sg.poss	woman,my wife,,,,,SN001993,waef blong mi
XV000498,Daakaka,kop vyose op,ko=p	vyose	op,$2sg=$pot	carry	firewood,bring some firewood,,,,,SN002002,bae yu karem faewud
XV000499,Daakaka,vyote yuk,vyote	yuk,take.out	laplap.dish,take a slice of laplap out from the leaves that cover it up,,,,,SN002003,karemaot laplap
XV000500,Daakaka,war tevyan tan,war	tevyan	tan,argue	about	earth,argue about property,,,,,SN002019,rao from graon
XV000501,Daakaka,san gini mu vu te ram warsyosi,s-an	gini	mu	vu	te	ra=m	warsyosi,$cl3-s.poss	way	$real	good	$disc	$1pl.in=$real	revere,his behavior is good so we revere him,,,,,SN001329 ; SN002020,"fasen blong hem i gud, yumi sapotem"
XV000502,Daakaka,vyaven waswas swa sa ngetak,vyaven	waswas	swa	sa	ngetak,woman	skinny	one	$top	$3sg=$dem.prox,this is a skinny woman,,,,,SN002022,hem ia wan woman we i bunbun
XV000503,Daakaka,we tamat,we	tamat,fruit.of	tomato,tomato (the fruit),,,,,SN001624 ; SN002026,frut blong tomato
XV000504,Daakaka,we vis,we	vis,fruit.of	banana,banana (the fruit),,,,,SN002026,frut blong banana
XV000505,Daakaka,ram du yen webung vyor,ra=m	du	yen	webung	vyor,$1pl=$real	stay	in	day	stone,we are in the dark,,,,,SN002032,yumi stap long dak ples
XV000506,Daakaka,welili ne ngok,welili	ne	ngok,chest	$trans	$2sg,your chest,,,,,SN002042,chest blong yu
XV000507,Daakaka,vyanten entak mwe welwel ane sye ente,vyanten	en=tak	mwe	welwel	ane	sye	en=te,person	$dem=$dem.prox	$real	refuse	$trans	thing	$dem=$dem.med,this man has said no to this,,,,,SN002043,man ya i no wantem samting ya
XV000508,Daakaka,wesa luu wedrame,wesa	luu	wedrame,pound	roots.of	kava,pound kava roots,,,,,SN002051,ramem ol rus blong kava
XV000509,Daakaka,nam wese na ka nap me doma,nam	wese	na	ka	na=p	me	doma,$1sg=$real	enough	$comp	$mod.rel	$1sg=$pot	come	today,I can come today,,,,,SN002055,mi save kam tede
XV000510,Daakaka,wye wisewe wu puo,wye	wisewe	wu	puo,water	probably	$pot	be.plentiful,there is probably a lot of water,,,,,SN002079,wota ating i fulap
XV000511,Daakaka,"Nyoo na yam du gomu bor ente saka tuswa ne lye , wisewe bor ente to kuowilye ka nu kuu","Nyoo	na	ya=m	du	gomu	bor	ente	saka	tuswa	ne	lye,	wisewe	bor	en=te	to	kuowilye	ka	nu	kuu",$3pl	$comp	$3pl=$real	stay	grab	club	$dem=$dem.med	$mod.rel.neg	one	$neg.pot	open.eye	probably	club	$dem=$dem.prox	$neg.real	know	$comp	$neg.pot	move,"Of those who are holding the club, not one may open their eyes, otherwise this club cannot move",,,,,SN002080,"Olgeta we oli holem wud ia, wan i no save openem ae, sipos no be wud ia i no save muv"
XV000512,Daakaka,trak wowo,trak	wowo,truck	big,big trucks,,,,,SN002086,bigfala trak
XV000513,Daakaka,wuveni apyang,wu-veni	apyang,blow-kill	fire,blow out a fire,,,,,SN001927 ; SN002088,bloem faea i ded
XV000514,Daakaka,wulyakate atótes,wulyakate	atótes,cut	rattan,cut ropes from rattan,,,,,SN000059 ; SN002092,katem loa ken blong i kam wan rop
XV000515,Daakaka,wulyakate vis,wulyakate	vis,cut	banana,peel a banana,,,,,SN002092,pilim banana
XV000516,Daakaka,wuo buk,wuo	buk,open	book,open a buk,,,,,SN002095,openem buk
XV000517,Daakaka,wuo mees,wuo	mees,open	food,unfold the leaves that cover food,,,,,SN002095,openem kakae
XV000518,Daakaka,wuo ó,wuo	ó,heap.of	coconut,,,,,,SN002096,hip blong kokonas
XV000519,Daakaka,wuo vyanten,wuo	vyanten,heap.of	person,a lot of people,,,,,SN002096,fulap man
XV000520,Daakaka,nye nam wuor ane sok metoo,nye	nam	wuor	ane	sok	metoo,$1sg	$1sg=$real	taboo	$trans	$cl3-$1sg.poss	kin.relation,I am taboo to my uncle/nephew,,,,,SN002100,mimi tabu long angel blong mi
XV000521,Daakaka,tuutu wuor,tuutu	wuor,kin.relation	taboo,a taboo relative,,,,,SN002100,abu we i tabu
XV000522,Daakaka,sóró wuowuop,sóró	wuowuop,talk	sleepwalk,talk while sleeping,,,,,SN002104,toktok mo silip sem taem
XV000523,Daakaka,wusi mees,wusi	mees,sprinkle.with.cream	food,spread coconut cream on food,,,,,SN002108,melekem kakae
XV000524,Daakaka,okoan na mwi syoten mwi ya pwengpwenges,oko=an	na	mw=i	syoten	mw=i	ya	pweng-pwenges,walk=$nom	$comp	$real=$cop	far.away	$real=$cop	leg	$redup-sore,a long walk makes the legs hurt,,,,,SN002114,wokbaot we em i longwe hem i blong leg i soa
XV000525,Daakaka,sikya mesean ne ya bóó,sikya	mese=an	ne	ya	bóó,touch	sick=$nom	$trans	affected.by	elephantiasis,get elephantiasis,,,,,SN001441 ; SN002119,kasem sik blong bigleg
XV000526,Daakaka,sivi bwe ya,sivi	bwe	ya,lorikeet	$cont	twitter,the lorikeet is twittering,,,,,SN001485 ; SN002116,nasivuru i stap singaot
XV000527,Daakaka,nam esi buk mwe yaa kyun,nam	esi	buk	mwe	yaa	kyun,$1sg=$real	see	book	$real	be.half	just,I only read part of the book,,,,,SN002122,mi ridim haf blong buk nomo
XV000528,Daakaka,yaa mwe en mwe yas ten,yaa	mwe	en	mwe	yas	ten,sun	$real	eat	$real	strong	very,the sun is shining strongly,,,,,SN002124,san i saen i strong tumas
XV000529,Daakaka,yaa mwe mer,yaa	mwe	mer,sun	$real	die,the sun is covered by clouds,,,,,SN002124,klaod i kaverem ap san
XV000530,Daakaka,yaa swa,yaa	swa,sun	one,"once, one day",,,,,SN002125,"wan taem, wan de"
XV000531,Daakaka,am yaa mwi sewe?,am	yaa	mw=i	sewe?,$2sg.poss	sun	$real=$cop	what,what's the time?,,,,,SN002125,wanem taem blong yu?
XV000532,Daakaka,sok yaa mwe myor ane ka nap min kava,s-ok	yaa	mwe	myor	ane	ka	na=p	min	kava,$cl3-$1sg.poss	sun	$real	right	$trans	$comp	$1sg=$real	drink	kava,lit: my time is right for me to drink kava,,,,,SN002125,hem ya raet taem blong mi blong dring kava
XV000533,Daakaka,lik mwe yaa,l-ik	mwe	yaa,leg.of-$1sg.poss	$real	hurt,my leg hurts,,,,,SN002126,leg blong mi i soa
XV000534,Daakaka,nge mwe yaase nge,nge	mwe	yaase	nge,$3sg	$real	turn	$3sg,he/she turns round,,,,,SN002129,hem i tonem raon
XV000535,Daakaka,ekukuo mwe yaase Baiap,ekukuo	mwe	yaase	Baiap,truck	$real	turn	Baiap,the truck turns round to Baiap,,,,,SN002129,trak i tonem long Baiap
XV000536,Daakaka,kom yaase wye myane suka,ko=m	yaase	wye	myane	suka,$2sg=$real	mix	water	with	sugar,you mixed the water with some sugar,,,,,SN002130,yu mixim wota wetem suka
XV000537,Daakaka,yas kuli,yas	kuli,mother.of	dog,mother of a dog,,,,,SN002146,mama blong dog
XV000538,Daakaka,eng mwe yas ten,eng	mwe	yas	ten,wind	$real	strong	very,the wind is very strong,,,,,SN002147,win i strong tumas
XV000539,Daakaka,Kom yas kyun?,Ko=m	yas	kyun?,$2sg=$real	strong	just,How are you?,,,,,SN002148,Yu oraet?
XV000540,Daakaka,meuan mwe yas,meu=an	mwe	yas,live=$nom	$real	strong,life is hard,,,,,SN002148,laef i had
XV000541,Daakaka,kop lingi sok is ye temeli ente,ko=p	lingi	s-ok	is	ye	temeli	en=te,$2sg=$pot	put	$cl3-$1sg.poss	name	to	child	$dem=$dem.prox,give my name to this child,,,,,SN002156,bae yu putum nem blong mi long pikinini ia
XV000542,Daakaka,ye lóó,ye	lóó,line.of	coconut.palms,"a row of coconuts, a small coconut plantation",,,,,SN002158,line kokonat
XV000543,Daakaka,yeli lóó,yeli	lóó,inside.of	coconut.palm,the inside of a coconut palm,,,,,SN002168,insaed blong wan stampa blong kokonas
XV000544,Daakaka,yen pelet,yen	pelet,in	plate,on the plate,,,,,SN002170,long plet
XV000545,Daakaka,yen tes,yen	tes,in	sea,on the sea,,,,,SN002170,long solwota
XV000546,Daakaka,yes ane apyang,yes	ane	apyang,smoke	$trans	fire,smoke of a fire,,,,,SN002172,smok blong faea
XV000547,Daakaka,yesukuo mwe pwis,yesukuo	mwe	pwis,leaves	$real	be.plentiful,there are many leaves,,,,,SN002177,fulap lif
XV000548,Daakaka,kop sengane yewilyar swa,ko=p	sengane	yewilyar	swa,$2sg=$pot	give	banknote	one,(please) give me 200 Vatu,,,,,SN002184,bae yu givim 200 Vatu long me
XV000549,Daakaka,yuon mwe kyeskyes ane temeli vyaven ente,yu-on	mwe	kyes-kyes	ane	temeli	vyaven	en=te,feeling.of-$3sg.poss	$real	$redup-sweet	$trans	child	female	$dem=$dem.prox,"he has tender feelings for this girl, he is in love with this girl (lit. `his feeling is sweet towards this girl')",,,,,SN001694 ; SN002194,hem i laekem gel ia
XV000550,Daakaka,yuon mwe pyane ngok,yu-on	mwe	pyane	ngok,feeling.of-$3sg.poss	$real	roast	$2sg,he/she is mad at you,,,,,SN001160 ; SN002194,hem i kros long yu
XV000551,Daakaka,nam yurmiline sam is,na=m	yurmiline	s-am	is,$1sg=$real	forget	$cl3-$2sg.poss	name,I forgot your name,,,,,SN002208,mi fogetem nem blong yu
XV000552,Daakaka,vyanten ente ma mokote man em,vyanten	ente	ma	mokote	m-an	em,person	this	$real	really	$cl3-$3sg.poss	house,this man made his house really well.,,,,,SN000978,man ia i mekem gud haos blong hem
XV000553,Daakaka,bwilin pam,bwilin	p-am,cavity.of	mouth.of-$2sg.poss,your mouth,,,,,SN000270,maot blong yu
XV000554,Daakaka,Wuo vyanten nyoo yam tas du or mo bor,Wuo	vyanten	nyoo	ya	-m	tas	du	or	mo	bor,heap	man	$3pl	$3pl	-$real	sit	stay	place	$real	quiet,Many people were sitting there in silence,,,,,SN001127,
XV000555,Daakaka,kip tas tene nye atak ka na vyan liye ok bosi we wet kuoli me te ar ra wet vyan,ki	-p	tas	tene	nye	a	-tak	ka	na	vyan	liye	ok	bosi	we	wet	kuoli	me	te	ar	ra	wet	vyan,$2pl	-$pot	sit	wait	$1sg	$loc.dem	-$dem.prox	$mod	$1sg	go	take	$1sg.poss	copra.chisel	first	only.then	return	come	$disc	$1pl.in	$3pl.in	only.then	go,"you wait for me here and I go get my chisel first, and then I will come back and we will go.",,,,,SN000800,
XV000556,Daakaka,mwe liye an bosi,mwe	liye	an	bosi,$real	take	$3sg.poss	copra.chisel,He took his copra chisel.,,,,,SN001003,
XV000557,Daakaka,mwe ongane yuon mwe yaa tevyan na mwe is usili nyoo te ya to tas tene,mwe	ongane	yu	-on	mwe	yaa	tevy	-an	na	mwe	is	usili	nyoo	te	ya	to	tas	tene,$real	hear	feeling	-$3sg.poss	$real	hurt	side.of	-$3sg.poss	$comp	$real	call	follow	$3pl	$disc	$3pl	$neg.real	sit	waut,He felt angry because he had called after them but they had not waited.,,,,,SN000553,
XV000558,Daakaka,te ka ka: nam ka kip tas tene nye te ki to tas,te	ka	ka:	na	-m	ka	ki	-p	tas	tene	nye	te	ki	to	tas,$disc	say	say	$1sg	-$real	say	$2pl	-$pot	sit	wait	$1sg	$disc	$2pl	$neg.real	sit,"He said: I told you to wait, but you didn't wait.",,,,,SN001122,
XV000559,Daakaka,"bili na yam du pweli map, te vyanten swa mwe nii pwer yen booli lee,","bili	na	ya	-m	du	pweli	map,	te	vyanten	swa	mwe	nii	pwer	yen	booli	lee",time	$comp	$3pl	-$real	stay	bake	T.chestnut	$disc	man	one	$real	hide	stay	in	hole	tree,"When they were baking chestnuts, someone was hiding in the hole of a tree,",,,,,SN000123,
XV000560,Daakaka,nge mwe pwer yen booli lee ente te,nge	mwe	pwer	yen	booli	lee	ente	te,$3sg	$real	stay	in	hole	tree	this	$disc,"He stayed inside the hole of this tree and,",,,,,SN000422 ; SN001674,
XV000561,Daakaka,"te vyanten nyoo ente yam téé vyan etes, te esi na tes mwe myas","te	vyanten	nyoo	ente	ya	-m	téé	vyan	etes,	te	esi	na	tes	mwe	myas",$disc	man	$3pl	this	$3pl	-$real	look	go	at.the.sea	$disc	see	$comp	sea	$real	dry,then the men looked to the sea and they saw that the tide was low.,,,,,SN001674,
XV000562,Daakaka,"ka ka mwe vu, ar rap pwelitase map, rap pwelitase buluwu map tuswa mon","ka	ka	mwe	vu,	ar	ra	-p	pweli	-tase	map,	ra	-p	pweli	-tase	buluwu	map	tuswa	mon",say	say	$real	good	$1pl.in.sb	$1pl.in	-$pot	bake	-again	T.chestnut	$1pl.in	-$pot	bake	-again	stone.oven	T.chestnut	one	also,"They said, fine, let's bake chestnuts again, let's bake another hole [full] of chestnuts.",,,,,SN000187,
XV000563,Daakaka,"Lisepsep mwe tuwuli esi ka we kuo, tevyan na yam sekate vyun mu du yen buluwu","Lisepsep	mwe	tuwuli	esi	ka	we	kuo,	tevy	-an	na	ya	-m	sekate	vy	-un	mu	du	yen	buluwu",lisepsep	$real	try	see	$mod	$pot	run	side.of	-$3sg.poss	$comp	$3pl	-$real	fix	hair	-3s.poss	$real	stay	in	hole,"The lisepsep tried (in vain) to run away, because they had fastened his hair inside the hole.",,,,,SN000792 ; SN001003,
XV000564,Daakaka,nam penin esi dom entak te to pyang,na	-m	penin	esi	dom	en	-tak	te	to	pyang,$1sg	-$real	roast.pl	see	yam	$dem	-$dem.prox	$disc	$neg.real	done,"I tried to roast this yam, but it does not become done.",,,,,SN000422,
XV000565,Daakaka,te ka mene ka kop banga banga banga vu vu,te	ka	myane	ka	ko	-p	banga	banga	banga	vu	vu,$disc	say	with	$mod	$2sg	-$pot	open.mouth	open.mouth	open.mouth	good	good,"she said to him, open your mouth, open your mouth, open it good",,,,,SN000075,
XV000566,Daakaka,to vu ne ka nan te ne venek te kaakilye bwilinpam,to	vu	ne	ka	na	-n	te	ne	venek	te	kaa	-kilye	bwilinp	-am,$neg.real	good	$trans	$mod	$1sg	-$neg.pot	cut	$neg.pot	come	$disc	bend	-$res.miss	opening.of.mouth	-$2.poss,it would not be good if I cut it now and then miss your open mouth.,,,,,SN000270,
XV000567,Daakaka,vyan mwe myor ten ane bwilinpwe lisepsep,vyan	mwe	myor	ten	ane	bwilinpwe	lisepsep,go	$real	exact	very	$trans	opening.of.mouth	lisepsep,it went directly into the mouth of the lisepsep.,,,,,SN000035,
XV000568,Daakaka,bweti vyor mwe vyan sa yen bwilinpan vyan a bweti vyor ente mwe erér pipili mwe vu,bweti	vyor	mwe	vyan	sa	yen	bwilinp	-an	vyan	a	bweti	vyor	ente	mwe	erér	dup2-	pili	mwe	vu,stem	stone	$real	go	$top	in	buccal.cave	-$3sg.poss	go	and	stem	stone	this	$real	warm	$redup-	red	$real	good,"the stone, it went inside his mouth and this stone was red hot",,,,,SN000259,
XV000569,Daakaka,temeli man mwi swa kemyas kyun ten san naana yem du,temeli	man	mw-	i	swa	kemyas	kyun	t	-en	s-	an	naana	ye	-m	du,kid	male	$real-	$cop	one	only	just	and	-$3sg.poss	$cl3-	$3sg.poss	mother	$3d	-$real	stay,The boy was alone with his mother,,,,,SN001693,
XV000570,Daakaka,ma poo vyan te vyan bweti leave ka te vyan bweti leave milye barar swa mu kuo me,ma	poo	vyan	te	vyan	bweti	le-	ave	ka	te	vyan	bweti	le-	ave	milye	barar	swa	mu	kuo	me,$real	climb	go	$disc	go	stem	stem.of-	mountain.apple	$mod	$past	go	stem	stem.of-	mountain.apple	on.top	pig	one	$real	run	come,"He climbed onto an apple tree, when he went onto the apple tree, a pig came running",,,,,SN000062,
XV000571,Daakaka,naana kop gene apyang tuswa,naana	ko	-p	gene	apyang	tuswa,mother	$2sg	-$pot	make	fire	one,"Mother, make a fire!",,,,,SN000048,
XV000572,Daakaka,yem ane mees ente mo nok te,ye	-m	ane	mees	en	-te	mo	nok	te,$3d	-$real	eat	food	$dem	-$dem.md	$real	finish	$disc,"When they had eaten this food,",,,,,SN000033,
XV000573,Daakaka,te usi ane nyoo na ka yam du téé aa mees,te	usi	ane	nyoo	na	ka	ya	-m	du	téé	aa	mees,$disc	ask	$trans	$3pl	$comp	$mod	$3pl	-$real	stay	look	$3pl.poss	food,They teach them to look for their food,,,,,SN000005 ; SN000035,
XV000574,Daakaka,"byaa ma ka medó, nge ma ka mwe yas save","byaa	ma	ka	medó,	nge	ma	ka	mwe	yas	save",hawk	$real	fly	be.slow	$3sg	$real	fly	$real	be.strong	surpass,the hawk flies slowly but it [the other one] flies faster,,,,,SN000287,
XV000575,Daakaka,mwi speret se yaapu na towo,mw-	i	speret	s-	e	yaapu	na	towo,$real-	$cop	spirit	$cl3-	$al.e	god	$comp	big,the spirit of the Great Lord,,,,,SN002128,
XV000576,Daakaka,"ale ka wet tilya nesye nyoo, te bwe téé aa mees","ale	ka	wet	tilya	ne	-sye	nyoo,	te	bwe	téé	aa	mees",well	$mod	only.then	take	child	-$3sg.poss	$3pl	$disc	$cont	look	$3pl.poss	food,So she takes her children and then looks for their food.,,,,,SN000021,
XV000577,Daakaka,sivi te bwe bangbang myane nya na ene,sivi	te	bwe	bangbang	myane	nya	na	ene,lorikeet	$past	$cont	play	with	$3d	$comp	$dem,"Lorikeet used to play with the two others,",,,,,SN000076,
XV000578,Daakaka,"nye ka na vyan nii pwer aran, nam dimyane ten ka nap syokuwu ekaakaa","nye	ka	na	vyan	nii	pwer	ar	-an,	na	-m	dimyane	ten	ka	na	-p	syo	-kuwu	ekaakaa",$1sg	$mod	$comp	go	hide	stay	place	-$3sg.poss	$1sg	-$real	want	very	$mod	$1sg	-$pot	take	-$res.out	clothes,"As for me, I will hide there, I really want to take the clothes",,,,,SN001122,
XV000579,Daakaka,mwe syokuwu san ekaakaa te lingi mwe du,mwe	syo	-kuwu	san	ekaakaa	te	lingi	mwe	du,$real	take	-$res.out	$3sg.poss	clothes	$disc	put	$real	stay,He undressed and left his clothes there.,,,,,SN000782,
XV000580,Daakaka,"mwe vyan yen bwili wye, ka yet vyan du lyunglyung ti kitak","mwe	vyan	yen	bwili	wye,	ka	ye	-t	vyan	du	dup4-	lyung	t-	i	ki	-tak",$real	go	in	hole	water	$mod	$3d	-$past	go	stay	$redup-	bathe	$past-	$cop	like	-$dem.prox,"he went to the pool, and while the two were swimming like this",,,,,SN001982,
XV000581,Daakaka,te sivi mwe dyunga me yas ane ekaakaa se boyep,te	sivi	mwe	dyunga	me	yas	ane	ekaakaa	s-	e	boyep,$disc	lorikeet	$real	finally	come	steal	$trans	clothes	$cl3-	$al.e	pheasant.dove,and the sivi could finally steal the clothes of the Boyep,,,,,SN000035,
XV000582,Daakaka,boyep mwe vyan te vyan téétééane san ekaakaa na ti pyas te mwe seaa,boyep	mwe	vyan	te	vyan	dup3-	téé	-ane	san	ekaakaa	na	t-	i	pyas	te	mwe	seaa,pheasant.dove	$real	go	$disc	go	$redup-	look	-trans	$3sg.poss	clothes	$comp	$past-	$cop	splendid	$disc	$real	disappear,The Boyep went looking for his fancy clothes but they were lost,,,,,SN001982,
XV000583,Daakaka,"syan sa mwe pwer tevesye, syan pwe tevesye","syan	sa	mwe	pwer	teve	-sye,	syan	pwe	teve	-sye",other	$top	$real	stay	side.of	-$3sg.poss	other	$cont	side.of	-$3sg.poss,"One to one side, the other one to the other side,",,,,,SN001541,
XV000584,Daakaka,apyaló ma lingi nyoo Baiap atak,apyaló	ma	lingi	nyoo	Baiap	a	-tak,ship	$real	put	$3pl	$name	$loc.dem	-$dem.prox,a ship brought them here to Baiap,,,,,SN000045 ; SN000782,
XV000585,Daakaka,yem tilya aua ne pandó an,ye	-m	tilya	aua	ne	pandó	an,$3pc	-$real	take	rope	$trans	to.fish	$nm.inf,They took their fishing lines,,,,,SN000060,
XV000586,Daakaka,bili na yem sene mesyu me,bili	na	ye	-m	sene	mesyu	me,time	$comp	$3pc	-$real	hook	fish	come,"While they were catching fish,",,,,,SN000927,
XV000587,Daakaka,bili na yem pipine ma tilya an mesyu kyun te pwe ane,bili	na	ye	-m	pipine	ma	tilya	an	mesyu	kyun	te	pwe	ane,time	$comp	$3pc	-$real	share	$real	take	$3sg.poss	fish	after	$disc	$cont	eat,"When they were sharing them, he took his fish and he ate them",,,,,SN000123,
XV000588,Daakaka,ma ane mesyu nyoo ente vyan ka te en seaa te mu nungse san bivian,ma	ane	mesyu	nyoo	ente	vyan	ka	te	en	seaa	te	mu	nungse	san	bivian,$real	eat	fish	$3pl	this	go	$mod	$dist	eat	every	$disc	$real	ask.for.food	$3sg.poss	friend,"He ate these fish and when he had eaten them, he asked his friend for food.",,,,,SN000927,
XV000589,Daakaka,na to liye wa mesaa na teenem na enbe sa vyanten nya ente yem gene bivian a yem du panpandó,na	to	liye	wa	mesaa	na	teenem	na	en	-be	sa	vyanten	nya	en	-te	ye	-m	gene	bivian	a	ye	-m	du	dup3-	pandó,$1sg	$neg.real	take	$pot	smooth	$comp	home	$comp	$dem	-which	$top	man	$3d	$dem	-$dem.md	$3pc	-$real	make	friend	and	$3pc	-$real	stay	$redup-	to.fish,I haven't clarified in which village the two men were friends and went fishing,,,,,SN000100,
XV000590,Daakaka,yem vyan vyan ma getak kyun te punguo ne butantan swa,ye	-m	vyan	vyan	ma	ge	-tak	kyun	te	punguo	ne	butantan	swa,$3d	-$real	go	go	$real	like	-$dem.prox	just	$disc	go.up	$trans	hill	one,They kept going and then they went up a hill,,,,,SN000223,
XV000591,Daakaka,meerin nya yem mwi bivian na mu vu ten,meerin	nya	ye	-m	mw-	i	bivian	na	mu	vu	ten,long.time	$3d	$3d	-$real	$real-	$cop	friend	$comp	$real	good	very,"before, they were good friends",,,,,SN001702 ; SN001967,
XV000592,Daakaka,yap myató yam ka san is mwi Buwu,yap	myató	ya	-m	ka	san	is	mw-	i	Buwu,old.man	old	$3pl	-$real	say	$3sg.poss	name	$real-	$cop	$name,"One old man, his name is Buwu",,,,,SN000554,
XV000593,Daakaka,bili na mo go vyan bili na ka we bwis pyan emyu,bili	na	mo	go	vyan	bili	na	ka	we	bwis	pyan	emyu,time	$comp	$real	crawl	go	time	$comp	$mod	$pot	pass.under	under	nakamal,"While he was crawling, when he was about to go into the tabu house,",,,,,SN001313,
XV000594,Daakaka,"ma ka, `e, mu vu kyun, nap kueli vyan pwe pyan mok em kyun, apyang we me ane nye'","ma	ka,	`e,	mu	vu	kyun,	na	-p	kueli	vyan	pwe	pyan	m	-ok	em	kyun,	apyang	we	me	ane	nye'",$real	say	hey	$real	good	just	$1sg	-$pot	return	go	$cont	under	$cl1	-$1sg.poss	house	just	fire	$pot	come	eat	$1sg,"He said, well, fine, I will go back into my house and the fire will consume me.",,,,,SN000048,
XV000595,Daakaka,"mu kukyu, apyang mwe vyan pyan te","mu	ku-kyu,	apyang	mwe	vyan	pyan	te",$real	$redup-surround	fire	$real	go	under	$disc,"it surrounded him, the fire died down.",,,,,SN001314,
